feature_id;axis;nominal;lie_customer;lse_customer;lie_internal;lse_internal;feature_description;on_accuracy
PART07_06R_Z;Pos Z;791.9;-3;3;-6;6;Slot Rear LCA Rear RH - Pos Z;FALSE
PART07_01L_X;Pos X;725.7;-3;3;-6;6;Slot Front LCA Front LH - Pos X;FALSE
PART07_01L_Y;Pos Y;-340.2;-3;3;-6;6;Slot Front LCA Front LH - Pos Y;FALSE
PART07_01L_Z;Pos Z;777.7;-3;3;-6;6;Slot Front LCA Front LH - Pos Z;FALSE
PART07_03L_X;Pos X;814.3;-3;3;-6;6;Slot Reart LCA Front LH - Pos X;FALSE
PART07_03L_Y;Pos Y;-339.9;-3;3;-6;6;Slot Reart LCA Front LH - Pos Y;FALSE
PART07_03L_Z;Pos Z;780.3;-3;3;-6;6;Slot Reart LCA Front LH - Pos Z;FALSE
PART07_07L_X;Pos X;1083.4;-3;3;-6;6;Slot Front LCA Rear LH - Pos X;FALSE
PART07_07L_Y;Pos Y;-339.8;-3;3;-6;6;Slot Front LCA Rear LH - Pos Y;FALSE
PART07_07L_Z;Pos Z;788.7;-3;3;-6;6;Slot Front LCA Rear LH - Pos Z;FALSE
PART07_08L_X;Pos X;1189.3;-3;3;-6;6;Slot Rear LCA Rear LH - Pos X;FALSE
PART07_08L_Y;Pos Y;-339.9;-3;3;-6;6;Slot Rear LCA Rear LH - Pos Y;FALSE
PART07_08L_Z;Pos Z;791.9;-3;3;-6;6;Slot Rear LCA Rear LH - Pos Z;FALSE
PART07_02R_X;Pos X;770.3;-3;3;-6;6;Center Hole LCA Front RH - Pos X;FALSE
PART07_02R_Y;Pos Y;292.7;-3;3;-6;6;Center Hole LCA Front RH - Pos Y;FALSE
PART07_02R_Z;Pos Z;767.2;-3;3;-6;6;Center Hole LCA Front RH - Pos Z;FALSE
PART07_13L_X;Pos X;770.3;-3;3;-6;6;Center Hole LCA Front LH - Pos X;FALSE
PART07_13L_Y;Pos Y;-292.7;-3;3;-6;6;Center Hole LCA Front LH - Pos Y;FALSE
PART07_13L_Z;Pos Z;767.2;-3;3;-6;6;Center Hole LCA Front LH - Pos Z;FALSE
PART07_05R_X;Pos X;1136.6;-3;3;-6;6;Center Hole LCA Rear RH - Pos X;FALSE
PART07_05R_Y;Pos Y;282.8;-3;3;-6;6;Center Hole LCA Rear RH - Pos Y;FALSE
PART07_05R_Z;Pos Z;761.2;-3;3;-6;6;Center Hole LCA Rear RH - Pos Z;FALSE
PART07_14L_X;Pos X;1136.6;-3;3;-6;6;Center Hole LCA Rear LH - Pos X;FALSE
PART07_14L_Y;Pos Y;-282.8;-3;3;-6;6;Center Hole LCA Rear LH - Pos Y;FALSE
PART07_14L_Z;Pos Z;761.2;-3;3;-6;6;Center Hole LCA Rear LH - Pos Z;FALSE
PART07_P1R_X;Dist X;76;-1;1;-1;1;Pocket LCA Front RH - L-Pitch;TRUE
PART07_P1R_Y;Dist Y;0.2;-1.5;1.5;-2;2;Deviation Front vs Rear LCA Front RH - W-Pitch;FALSE
PART07_P1R_Z;Dist Z;2.6;-1.5;1.5;-1.5;1.5;Deviation Front vs Rear LCA Front RH - H-Pitch;FALSE
PART07_P1L_X;Dist X;76;-1;1;-1;1;Pocket LCA Front LH - L-Pitch;TRUE
PART07_P1L_Y;Dist Y;0.2;-1.5;1.5;-2;2;Deviation Front vs Rear LCA Front LH - W-Pitch;FALSE
PART07_P1L_Z;Dist Z;2.6;-1.5;1.5;-1.5;1.5;Deviation Front vs Rear LCA Front LH - H-Pitch;FALSE
PART07_P2_X;Dist X;366.3;-3;3;-3;3;Span RH - L-Pitch;True
PART07_P3_X;Dist X;366.3;-3;3;-3;3;Span LH - L-Pitch;True
PART07_P4_X;Dist X;94.7;-3;3;-6;6;LCA Front Pt-Sim RH vs UCA Front RH - L-Pitch;TRUE
PART07_P4_Y;Dist Y;49.1;-3;3;-6;6;LCA Front Pt-Sim RH vs UCA Front RH - W-Pitch;TRUE
PART07_P4_Z;Dist Z;462.4;-3;3;-6;6;LCA Front Pt-Sim RH vs UCA Front RH - H-Pitch;TRUE
PART07_P5_X;Dist X;94.7;-3;3;-6;6;LCA Front Pt-Sim LH vs UCA Front LH - L-Pitch;TRUE
PART07_P5_Y;Dist Y;49.1;-3;3;-6;6;LCA Front Pt-Sim LH vs UCA Front LH - W-Pitch;TRUE
PART07_P5_Z;Dist Z;462.4;-3;3;-6;6;LCA Front Pt-Sim LH vs UCA Front LH - H-Pitch;TRUE
PART07_P6_X;Dist X;182.9;-3;3;-6;6;LCA Front Pt-Sim RH vs FSA Center Hole RH - L-Pitch;TRUE
PART07_P6_Y;Dist Y;118.7;-3;3;-6;6;LCA Front Pt-Sim RH vs FSA Center Hole RH - W-Pitch;TRUE
PART07_P6_Z;Dist Z;512;-3;3;-6;6;LCA Front Pt-Sim RH vs FSA Center Hole RH - H-Pitch;TRUE
PART07_P7_X;Dist X;182.9;-3;3;-6;6;LCA Front Pt-Sim LH vs FSA Center Hole LH - L-Pitch;TRUE
PART07_P7_Y;Dist Y;118.7;-3;3;-6;6;LCA Front Pt-Sim LH vs FSA Center Hole LH - W-Pitch;TRUE
PART07_P7_Z;Dist Z;512;-3;3;-6;6;LCA Front Pt-Sim LH vs FSA Center Hole LH - H-Pitch;TRUE
PART07_P8_X;Dist X;94.1;-1;1;-1;1;Pocket LCA Rear RH - L-Pitch;TRUE
PART07_P8_Y;Dist Y;0;-1.5;1.5;-1.5;1.5;Deviation Front vs Rear LCA Rear RH - W-Pitch;FALSE
PART07_P8_Z;Dist Z;3.1;-1.5;1.5;-1.5;1.5;Deviation Front vs Rear LCA Rear RH - H-Pitch;FALSE
PART07_P9_X;Dist X;94.1;-1;1;-1;1;Pocket LCA Rear LH - L-Pitch;TRUE
PART07_P9_Y;Dist Y;0;-1.5;1.5;-1.5;1.5;Deviation Front vs Rear LCA Rear LH - W-Pitch;FALSE
PART07_P9_Z;Dist Z;3.1;-1.5;1.5;-1.88;1.88;Deviation Front vs Rear LCA Rear LH - H-Pitch;FALSE
PART07_P10_Z;Dist Z;498.1;-3;3;-6;6;LCA Front Pt-Sim RH vs FSA RH Inboard Hole - H-Pitch;TRUE
PART07_P11_Z;Dist Z;498.1;-3;3;-6;6;LCA Front Pt-Sim LH vs FSA LH Inboard Hole - H-Pitch;TRUE
PART08_01R_X;Pos X;3380;-3;3;-3.75;3.75;Hole Inboard RH - Pos X;TRUE
PART08_01R_Y;Pos Y;523.1;-3;3;-3.75;3.75;Hole Inboard RH - Pos Y;FALSE
PART08_01R_Z;Pos Z;856;-3;3;-3.75;3.75;Hole Inboard RH - Pos Z;FALSE
PART08_02R_X;Pos X;3380;-3;3;-3.75;3.75;Hole Outboard RH - Pos X;TRUE
PART08_02R_Y;Pos Y;597;-3;3;-3.75;3.75;Hole Outboard RH - Pos Y;FALSE
PART08_02R_Z;Pos Z;856;-3;3;-3.75;3.75;Hole Outboard RH - Pos Z;FALSE
PART08_01R_SIM_02R_X;Pos X;3380;-3;3;-3.75;3.75;Pt-Sim Hole Inboard RH vs Hole Outboard RH - Pos X;TRUE
PART08_01R_SIM_02R_Y;Pos Y;560;-3;3;-3.75;3.75;Pt-Sim Hole Inboard RH vs Hole Outboard RH - Pos Y;TRUE
PART08_01R_SIM_02R_Z;Pos Z;856;-3;3;-3.75;3.75;Pt-Sim Hole Inboard RH vs Hole Outboard RH - Pos Z;TRUE
PART08_01L_X;Pos X;3380;-3;3;-3.75;3.75;Hole Inboard LH - Pos X;TRUE
PART08_01L_Y;Pos Y;-523.1;-3;3;-3.75;3.75;Hole Inboard LH - Pos Y;FALSE
PART08_01L_Z;Pos Z;856;-3;3;-3.75;3.75;Hole Inboard LH - Pos Z;FALSE
PART08_02L_X;Pos X;3380;-3;3;-3.75;3.75;Hole Outboard LH - Pos X;TRUE
PART08_02L_Y;Pos Y;-597;-3;3;-3.75;3.75;Hole Outboard LH - Pos Y;FALSE
PART08_02L_Z;Pos Z;856;-3;3;-3.75;3.75;Hole Outboard LH - Pos Z;FALSE
PART08_01L_SIM_02L_X;Pos X;3380;-3;3;-3.75;3.75;Pt-Sim Hole Inboard LH vs Hole Outboard LH - Pos X;TRUE
PART08_01L_SIM_02L_Y;Pos Y;-560;-3;3;-3.75;3.75;Pt-Sim Hole Inboard LH vs Hole Outboard LH - Pos Y;TRUE
PART08_01L_SIM_02L_Z;Pos Z;856;-3;3;-3.75;3.75;Pt-Sim Hole Inboard LH vs Hole Outboard LH - Pos Z;TRUE
PART08_P1R_X;Dist X;0;0;0.7;0;3.5;Deviation Hole Inboard RH vs Hole Outboard RH - L-Pitch;FALSE
PART08_P1R_Y;Dist Y;73.9;0;1;-0.4;1.5;Pocket RH - W-Pitch;TRUE
PART08_P1R_Z;Dist Z;0;0;0.7;0;3.5;Deviation Hole Inboard RH vs Hole Outboard RH - H-Pitch;FALSE
PART08_P1L_X;Dist X;0;0;0.7;0;3.5;Deviation Hole Inboard RH vs Hole Outboard LH - L-Pitch;FALSE
PART08_P1L_Y;Dist Y;73.9;0;1;-0.4;1.5;Pocket LH - W-Pitch;TRUE
PART08_P1L_Z;Dist Z;0;0;0.7;0;3.5;Deviation Hole Inboard RH vs Hole Outboard LH - H-Pitch;FALSE
PART08_P2_Y;Dist Y;1120;-3;3;-3.75;3.75;Pt-Sim RH vs Pt-Sim LH - W-Pitch;TRUE
PARTA1_01R_X;Pos X;4715;-3;3;-6;6;Hole Inboard RH - Pos X;TRUE
PARTA1_01R_Y;Pos Y;500;-3;3;-6;6;Hole Inboard RH - Pos Y;TRUE
PARTA1_01R_Z;Pos Z;1080;-3;3;-6;6;Hole Inboard RH - Pos Z;TRUE
PARTA1_02R_X;Pos X;4715;-3;3;-6;6;Hole Outboard RH - Pos X;TRUE
PARTA1_02R_Y;Pos Y;590;-3;3;-6;6;Hole Outboard RH - Pos Y;TRUE
PARTA1_02R_Z;Pos Z;1080;-3;3;-6;6;Hole Outboard RH - Pos Z;TRUE
PARTA1_01R_SIM_02R_X;Pos X;4715;-3;3;-6;6;Pt-Sim Hole Inboard RH vs Hole Outboard RH - Pos X;TRUE
PARTA1_01R_SIM_02R_Y;Pos Y;545;-3;3;-6;6;Pt-Sim Hole Inboard RH vs Hole Outboard RH - Pos Y;TRUE
PARTA1_01R_SIM_02R_Z;Pos Z;1080;-3;3;-6;6;Pt-Sim Hole Inboard RH vs Hole Outboard RH - Pos Z;TRUE
PARTA1_01L_X;Pos X;4715;-3;3;-6;6;Hole Inboard LH - Pos X;TRUE
PARTA1_01L_Y;Pos Y;-500;-3;3;-6;6;Hole Inboard LH - Pos Y;TRUE
PARTA1_01L_Z;Pos Z;1080;-3;3;-6;6;Hole Inboard LH - Pos Z;TRUE
PARTA1_02L_X;Pos X;4715;-3;3;-6;6;Hole Outboard LH - Pos X;TRUE
PARTA1_02L_Y;Pos Y;-590;-3;3;-6;6;Hole Outboard LH - Pos Y;TRUE
PARTA1_02L_Z;Pos Z;1080;-3;3;-6;6;Hole Outboard LH - Pos Z;TRUE
PARTA1_01L_SIM_02L_X;Pos X;4715;-3;3;-6;6;Pt-Sim Hole Inboard LH vs Hole Outboard LH - Pos X;TRUE
PARTA1_01L_SIM_02L_Y;Pos Y;-545;-3;3;-6;6;Pt-Sim Hole Inboard LH vs Hole Outboard LH - Pos Y;TRUE
PARTA1_01L_SIM_02L_Z;Pos Z;1080;-3;3;-6;6;Pt-Sim Hole Inboard LH vs Hole Outboard LH - Pos Z;TRUE
PARTA1_P2R_X;Dist X;0;-1.5;1.5;-3;3;Deviation Hole Inboard RH vs Hole Outboard RH - L-Pitch;TRUE
PARTA1_P2R_Z;Dist Z;0;-1.5;1.5;-3;3;Deviation Hole Inboard RH vs Hole Outboard RH - H-Pitch;TRUE
PARTA1_P2L_X;Dist X;0;-1.5;1.5;-3;3;Deviation Hole Inboard LH vs Hole Outboard LH - L-Pitch;TRUE
PARTA1_P2L_Z;Dist Z;0;-1.5;1.5;-3;3;Deviation Hole Inboard LH vs Hole Outboard LH - H-Pitch;TRUE
PARTA1_P1_Y;Dist Y;1090;-3;3;-6;6;Pt-Sim RH vs Pt-Sim LH - W-Pitch;TRUE
PARTA1_P3R_X;Dist X;1335;-3;3;-6;6;Center of Spring # 3 RH vs Center of Spring # 4 RH - L-Pitch;TRUE
PARTA1_P3R_Y;Dist Y;15;-3;3;-6;6;Center of Spring # 3 RH vs Center of Spring # 4 RH - W-Pitch;TRUE
PARTA1_P3R_Z;Dist Z;224;-3;3;-6;6;Center of Spring # 3 RH vs Center of Spring # 4 RH - H-Pitch;TRUE
PARTA1_P4R_X;Dist X;632.1;-3;3;-6;6;Center of Spring # 3 RH vs Rear Bound Stopper Hole Front RH - L-Pitch;TRUE
PARTA1_P4R_Y;Dist Y;25;-3;3;-6;6;Center of Spring # 3 RH vs Rear Bound Stopper Hole Front RH - W-Pitch;TRUE
PARTA1_P4R_Z;Dist Z;198.8;-3;3;-6;6;Center of Spring # 3 RH vs Rear Bound Stopper Hole Front RH - H-Pitch;TRUE
PARTA1_P5R_X;Dist X;522.3;-3;3;-6;6;Center of Spring # 3 RH vs Rear Shock Absorber RH - L-Pitch;TRUE
PARTA1_P5R_Y;Dist Y;127.5;-3;3;-6;6;Center of Spring # 3 RH vs Rear Shock Absorber RH - W-Pitch;TRUE
PARTA1_P5R_Z;Dist Z;362.4;-3;3;-6;6;Center of Spring # 3 RH vs Rear Shock Absorber RH - H-Pitch;TRUE
PARTA1_P3L_X;Dist X;1335;-3;3;-6;6;Center of Spring # 3 LH vs Center of Spring # 4 LH - L-Pitch;TRUE
PARTA1_P3L_Y;Dist Y;15;-3;3;-6;6;Center of Spring # 3 LH vs Center of Spring # 4 LH - W-Pitch;TRUE
PARTA1_P3L_Z;Dist Z;224;-3;3;-6;6;Center of Spring # 3 LH vs Center of Spring # 4 LH - H-Pitch;TRUE
PARTA1_P4L_X;Dist X;632.1;-3;3;-6;6;Center of Spring # 3 LH vs Rear Bound Stopper Hole Front LH - L-Pitch;TRUE
PARTA1_P4L_Y;Dist Y;25;-3;3;-6;6;Center of Spring # 3 LH vs Rear Bound Stopper Hole Front LH - W-Pitch;TRUE
PARTA1_P4L_Z;Dist Z;198.8;-3;3;-6;6;Center of Spring # 3 LH vs Rear Bound Stopper Hole Front LH - H-Pitch;TRUE
PARTA1_P5L_X;Dist X;915;-3;3;-6;6;Center of Spring # 3 LH vs Rear Shock Absorber LH - L-Pitch;TRUE
PARTA1_P5L_Y;Dist Y;127.5;-3;3;-6;6;Center of Spring # 3 LH vs Rear Shock Absorber LH - W-Pitch;TRUE
PARTA1_P5L_Z;Dist Z;355.3;-3;3;-6;6;Center of Spring # 3 LH vs Rear Shock Absorber LH - H-Pitch;TRUE
PARTA2_02R_X;Pos X;420;-3;3;-6;6;CM AUX Outboard Nut RH - Pos X;TRUE
PARTA2_02R_Y;Pos Y;260;-3;3;-6;6;CM AUX Outboard Nut RH - Pos Y;TRUE
PARTA2_02R_Z;Pos Z;872.3;-3;3;-6;6;CM AUX Outboard Nut RH - Pos Z;TRUE
PARTA2_01R_X;Pos X;420;-3;3;-6;6;CM AUX Inboard Nut RH - Pos X;TRUE
PARTA2_01R_Y;Pos Y;132;-3;3;-6;6;CM AUX Inboard Nut RH - Pos Y;TRUE
PARTA2_01R_Z;Pos Z;872.3;-3;3;-6;6;CM AUX Inboard Nut RH - Pos Z;TRUE
PARTA2_05L_X;Pos X;420;-3;3;-6;6;CM AUX Inboard Nut LH - Pos X;TRUE
PARTA2_05L_Y;Pos Y;-153;-3;3;-6;6;CM AUX Inboard Nut LH - Pos Y;TRUE
PARTA2_05L_Z;Pos Z;872.3;-3;3;-6;6;CM AUX Inboard Nut LH - Pos Z;TRUE
PARTA2_02L_X;Pos X;420;-3;3;-6;6;CM AUX Outboard Nut LH - Pos X;TRUE
PARTA2_02L_Y;Pos Y;-260;-3;3;-6;6;CM AUX Outboard Nut LH - Pos Y;TRUE
PARTA2_02L_Z;Pos Z;872.3;-3;3;-6;6;CM AUX Outboard Nut LH - Pos Z;TRUE
PARTA2_04R_X;Pos X;707.5;-3;3;-6;6;CM # 1 Outboard Nut RH - Pos X;TRUE
PARTA2_04R_Y;Pos Y;216;-3;3;-6;6;CM # 1 Outboard Nut RH - Pos Y;TRUE
PARTA2_04R_Z;Pos Z;788.6;-3;3;-6;6;CM # 1 Outboard Nut RH - Pos Z;TRUE
PARTA2_03R_X;Pos X;707.5;-3;3;-6;6;CM # 1 Inboard Nut RH - Pos X;TRUE
PARTA2_03R_Y;Pos Y;112.5;-3;3;-6;6;CM # 1 Inboard Nut RH - Pos Y;TRUE
PARTA2_03R_Z;Pos Z;788.6;-3;3;-6;6;CM # 1 Inboard Nut RH - Pos Z;TRUE
PARTA2_06L_X;Pos X;707.5;-3;3;-6;6;CM # 1 Inboard Nut LH - Pos X;TRUE
PARTA2_06L_Y;Pos Y;-147;-3;3;-6;6;CM # 1 Inboard Nut LH - Pos Y;TRUE
PARTA2_06L_Z;Pos Z;788.6;-3;3;-6;6;CM # 1 Inboard Nut LH - Pos Z;TRUE
PARTA2_07L_X;Pos X;707.5;-3;3;-6;6;CM # 1 Outboard Nut LH - Pos X;TRUE
PARTA2_07L_Y;Pos Y;-250.5;-3;3;-6;6;CM # 1 Outboard Nut LH - Pos Y;TRUE
PARTA2_07L_Z;Pos Z;788.6;-3;3;-6;6;CM # 1 Outboard Nut LH - Pos Z;TRUE
PARTA2_P1_X;Dist X;287.5;-2.5;2.5;-5;5;CM AUX Inboard Nut RH vs CM # 1 Inboard Nut RH - L-Pitch;TRUE
PARTA2_P1_Y;Dist Y;19.5;-2.5;2.5;-5;5;CM AUX Inboard Nut RH vs CM # 1 Inboard Nut RH - W-Pitch;TRUE
PARTA2_P1_Z;Dist Z;83.7;-3;3;-6;6;CM AUX Inboard Nut RH vs CM # 1 Inboard Nut RH - H-Pitch;TRUE
PARTA2_P2_X;Dist X;287.5;-2.5;2.5;-5;5;CM AUX Outboard Nut RH vs CM # 1 Outboard Nut RH - L-Pitch;TRUE
PARTA2_P2_Y;Dist Y;44;-2.5;2.5;-5;5;CM AUX Outboard Nut RH vs CM # 1 Outboard Nut RH - W-Pitch;TRUE
PARTA2_P2_Z;Dist Z;83.7;-3;3;-6;6;CM AUX Outboard Nut RH vs CM # 1 Outboard Nut RH - H-Pitch;TRUE
PARTA2_P3_X;Dist X;287.5;-2.5;2.5;-5;5;CM AUX Inboard Nut LH vs CM # 1 Inboard Nut LH - L-Pitch;TRUE
PARTA2_P3_Y;Dist Y;6;-2.5;2.5;-5;5;CM AUX Inboard Nut LH vs CM # 1 Inboard Nut LH - W-Pitch;TRUE
PARTA2_P3_Z;Dist Z;83.7;-3;3;-6;6;CM AUX Inboard Nut LH vs CM # 1 Inboard Nut LH - H-Pitch;TRUE
PARTA2_P4_X;Dist X;287.5;-2.5;2.5;-5;5;CM AUX Outboard Nut LH vs CM # 1 Outboard Nut LH - L-Pitch;TRUE
PARTA2_P4_Y;Dist Y;9.5;-2.5;2.5;-5;5;CM AUX Outboard Nut LH vs CM # 1 Outboard Nut LH - W-Pitch;TRUE
PARTA2_P4_Z;Dist Z;83.7;-3;3;-6;6;CM AUX Outboard Nut LH vs CM # 1 Outboard Nut LH - H-Pitch;TRUE
PARTA3_01R_X;Pos X;804.6;-4;4;-8;8;Buje Outboard RH - Pos X;FALSE
PARTA3_01R_Y;Pos Y;181;-4;4;-8;8;Buje Outboard RH - Pos Y;FALSE
PARTA3_01R_Z;Pos Z;848.1;-3;3;-6;6;Buje Outboard RH - Pos Z;TRUE
PARTA3_01L_X;Pos X;804.6;-4;4;-8;8;Buje Inboard LH - Pos X;FALSE
PARTA3_01L_Y;Pos Y;-181;-4;4;-8;8;Buje Inboard LH - Pos Y;FALSE
PARTA3_01L_Z;Pos Z;848.1;-3;3;-6;6;Buje Inboard LH - Pos Z;TRUE
PARTA3_P1_X;Dist X;0;-3;3;-6;6;Buje Outboard RH vs Buje Inboard LH - L-Pitch;TRUE
PARTA3_P1_Y;Dist Y;362;-3;3;-6;6;Buje Outboard RH vs Buje Inboard LH - W-Pitch;TRUE
PARTA3_P1_Z;Dist Z;0;-1.5;1.5;-3;3;Buje Outboard RH vs Buje Inboard LH - H-Pitch;TRUE
PARTA3_P2_X;Dist X;34.5;-3;3;-6;6;LCA Front Pt-Sim RH vs Buje Outboard RH - L-Pitch;TRUE
PARTA3_P2_Y;Dist Y;159.3;-3;3;-6;6;LCA Front Pt-Sim RH vs Buje Outboard RH - W-Pitch;TRUE
PARTA3_P3_X;Dist X;34.5;-3;3;-6;6;LCA Front Pt-Sim LH vs Buje Outboard LH - L-Pitch;TRUE
PARTA3_P3_Y;Dist Y;159.3;-3;3;-6;6;LCA Front Pt-Sim LH vs Buje Outboard LH - W-Pitch;TRUE
PARTA4_01R_X;Pos X;750;-3;3;-3.75;3.75;CM # 1 Buje Inboard RH - Pos X;FALSE
PARTA4_01R_Y;Pos Y;154.7;-3;3;-3.75;3.75;CM # 1 Buje Inboard RH - Pos Y;FALSE
PARTA4_01R_Z;Pos Z;800.3;-3;3;-3.75;3.75;CM # 1 Buje Inboard RH - Pos Z;FALSE
PARTA4_02L_X;Pos X;751.5;-3;3;-3.75;3.75;CM # 1 Buje Outboard LH - Pos X;FALSE
PARTA4_02L_Y;Pos Y;-210;-3;3;-3.75;3.75;CM # 1 Buje Outboard LH - Pos Y;FALSE
PARTA4_02L_Z;Pos Z;800.3;-3;3;-3.75;3.75;CM # 1 Buje Outboard LH - Pos Z;FALSE
PARTA4_03L_X;Pos X;1187.1;-3;3;-3.75;3.75;CM # 2 Top Hole LH - Pos X;TRUE
PARTA4_03L_Y;Pos Y;-142;-3;3;-3.75;3.75;CM # 2 Top Hole LH - Pos Y;TRUE
PARTA4_03L_Z;Pos Z;789;-3;3;-3.75;3.75;CM # 2 Top Hole LH - Pos Z;TRUE
PARTA4_P1_X;Dist X;437.1;-2;2;-4;4;CM # 1 Buje Inboard RH vs CM # 2 Top Hole LH - L-Pitch;TRUE
PARTA4_P1_Y;Dist Y;296.7;-2;2;-4;4;CM # 1 Buje Inboard RH vs CM # 2 Top Hole LH - W-Pitch;TRUE
PARTA4_P2_X;Dist X;435.6;-2;2;-4;4;CM # 1 Buje Outboard LH vs CM # 2 Top Hole LH - L-Pitch;TRUE
PARTA4_P2_Y;Dist Y;68;-2;2;-4;4;CM # 1 Buje Outboard LH vs CM # 2 Top Hole LH - W-Pitch;TRUE
PARTA5_01R_X;Pos X;1097.4;-3;3;-6;6;Nut RH - Pos X;TRUE
PARTA5_01R_Y;Pos Y;477.1;-3;3;-6;6;Nut RH - Pos Y;TRUE
PARTA5_01R_Z;Pos Z;871.5;-3;3;-6;6;Nut RH - Pos Z;TRUE
PARTA5_01L_X;Pos X;1097.5;-3;3;-6;6;Nut LH - Pos X;TRUE
PARTA5_01L_Y;Pos Y;-477.1;-3;3;-6;6;Nut LH - Pos Y;TRUE
PARTA5_01L_Z;Pos Z;871.5;-3;3;-6;6;Nut LH - Pos Z;TRUE
PARTA5_P1_Y;Dist Y;954.2;-3;3;-6;6;Nut RH vs Nut LH - W-Pitch;TRUE
PARTA6_05R_X;Pos X;1788.7;-3;3;-6;6;Hole Front RH - Pos X;TRUE
PARTA6_05R_Y;Pos Y;41;-3;3;-6;6;Hole Front RH - Pos Y;TRUE
PARTA6_05R_Z;Pos Z;857.3;-3;3;-6;6;Hole Front RH - Pos Z;TRUE
PARTA6_06R_X;Pos X;1813.6;-3;3;-6;6;Hole Rear RH - Pos X;TRUE
PARTA6_06R_Y;Pos Y;41;-3;3;-6;6;Hole Rear RH - Pos Y;TRUE
PARTA6_06R_Z;Pos Z;855.4;-3;3;-6;6;Hole Rear RH - Pos Z;TRUE
PARTA6_09L_X;Pos X;1788.7;-3;3;-6;6;Hole Front LH - Pos X;TRUE
PARTA6_09L_Y;Pos Y;-21;-3;3;-6;6;Hole Front LH - Pos Y;TRUE
PARTA6_09L_Z;Pos Z;857.3;-3;3;-6;6;Hole Front LH - Pos Z;TRUE
PARTA6_10L_X;Pos X;1813.6;-3;3;-6;6;Hole Rear LH - Pos X;TRUE
PARTA6_10L_Y;Pos Y;-21;-3;3;-6;6;Hole Rear LH - Pos Y;TRUE
PARTA6_10L_Z;Pos Z;855.4;-3;3;-6;6;Hole Rear LH - Pos Z;TRUE
PARTA6_P1_X;Dist X;836.2;-4;4;-8;8;Hole Front RH vs Front Engine Mount Hole Rear RH - L-Pitch;TRUE
PARTA6_P2_X;Dist X;836.2;-4;4;-8;8;Hole Front LH vs Front Engine Mount Hole Rear RH - L-Pitch;TRUE
PARTA6_13R_X;Pos X;1709.4;-3;3;-6;6;Hole Front RH - Pos X;TRUE
PARTA6_13R_Y;Pos Y;50;-3;3;-6;6;Hole Front RH - Pos Y;TRUE
PARTA6_13R_Z;Pos Z;842.4;-3;3;-6;6;Hole Front RH - Pos Z;TRUE
PARTA6_14R_X;Pos X;1734.4;-3;3;-6;6;Hole Rear RH - Pos X;TRUE
PARTA6_14R_Y;Pos Y;50;-3;3;-6;6;Hole Rear RH - Pos Y;TRUE
PARTA6_14R_Z;Pos Z;840.4;-3;3;-6;6;Hole Rear RH - Pos Z;TRUE
PARTA6_15L_X;Pos X;1709.4;-3;3;-6;6;Hole Front LH - Pos X;TRUE
PARTA6_15L_Y;Pos Y;-30;-3;3;-6;6;Hole Front LH - Pos Y;TRUE
PARTA6_15L_Z;Pos Z;842.4;-3;3;-6;6;Hole Front LH - Pos Z;TRUE
PARTA6_16L_X;Pos X;1734.4;-3;3;-6;6;Hole Rear LH - Pos X;TRUE
PARTA6_16L_Y;Pos Y;-30;-3;3;-6;6;Hole Rear LH - Pos Y;TRUE
PARTA6_16L_Z;Pos Z;840.4;-3;3;-6;6;Hole Rear LH - Pos Z;TRUE
PARTA6_P3_X;Dist X;789.4;-4;4;-8;8;Hole Front RH vs Front Engine Mount Hole Rear RH - L-Pitch;TRUE
PARTA6_P4_X;Dist X;789.4;-4;4;-8;8;Hole Front LH vs Front Engine Mount Hole Rear RH - L-Pitch;TRUE
PARTA6_01R_X;Pos X;1788.7;-3;3;-6;6;Hole Front RH - Pos X;TRUE
PARTA6_01R_Y;Pos Y;50;-3;3;-6;6;Hole Front RH - Pos Y;TRUE
PARTA6_01R_Z;Pos Z;832.5;-3;3;-6;6;Hole Front RH - Pos Z;TRUE
PARTA6_02R_X;Pos X;1813.6;-3;3;-6;6;Hole Rear RH - Pos X;TRUE
PARTA6_02R_Y;Pos Y;50;-3;3;-6;6;Hole Rear RH - Pos Y;TRUE
PARTA6_02R_Z;Pos Z;830.6;-3;3;-6;6;Hole Rear RH - Pos Z;TRUE
PARTA6_03L_X;Pos X;1788.7;-3;3;-6;6;Hole Front LH - Pos X;TRUE
PARTA6_03L_Y;Pos Y;-30;-3;3;-6;6;Hole Front LH - Pos Y;TRUE
PARTA6_03L_Z;Pos Z;832.5;-3;3;-6;6;Hole Front LH - Pos Z;TRUE
PARTA6_04L_X;Pos X;1813.6;-3;3;-6;6;Hole Rear LH - Pos X;TRUE
PARTA6_04L_Y;Pos Y;-30;-3;3;-6;6;Hole Rear LH - Pos Y;TRUE
PARTA6_04L_Z;Pos Z;830.6;-3;3;-6;6;Hole Rear LH - Pos Z;TRUE
PARTA6_P5_X;Dist X;836.2;-4;4;-6;6;Hole Front RH vs Front Engine Mount Hole Rear RH - L-Pitch;TRUE
PARTA6_P6_X;Dist X;836.2;-4;4;-6;6;Hole Front LH vs Front Engine Mount Hole Rear RH - L-Pitch;TRUE
PARTA7_01R_X;Pos X;2703.8;-3;3;-6;6;Nut Front RH - Pos X;TRUE
